"","h2o.coef(glm_model)"
"ecm-r:ju-r_distance",0
"ecm-l:ju-r_distance",0
"zy-r:ju-r_distance",0
"zy-l:ju-r_distance",0
"mo-r:ju-r_distance",0
"mo-l:ju-r_distance",0
"ft-r:ju-r_distance",0
"ft-l:ju-r_distance",0
"ms-r:ju-r_distance",0
"ms-l:ju-r_distance",0
"po-r:ju-r_distance",0
"po-l:ju-r_distance",0
"au-r:ju-r_distance",0
"au-l:ju-r_distance",0
"a:ju-r_distance",0
"zm-r:ju-r_distance",0
"zm-l:ju-r_distance",0
"cr-l:ju-r_distance",0
"cr-r:ju-r_distance",0
"cdl-r:ju-r_distance",0
"cdl-l:ju-r_distance",0
"fmt-r:ju-r_distance",0
"fmt-l:ju-r_distance",0
"g:ju-l_distance",0
"n:ju-l_distance",0
"ale:ju-l_distance",0
"rhi:ju-l_distance",0
"fmo-r:ju-l_distance",0
"fmo-l:ju-l_distance",0
"ec-l:ju-l_distance",0
"ec-r:ju-l_distance",0
"mso-r:ju-l_distance",0
"mso-l:ju-l_distance",0
"or-r:ju-l_distance",0
"or-l:ju-l_distance",0
"mio-r:ju-l_distance",0
"mio-l:ju-l_distance",0
"al-r:ju-l_distance",0
"al-l:ju-l_distance",0
"pr:ju-l_distance",0
"ss:ju-l_distance",0
"ns:ju-l_distance",0
"mp:ju-l_distance",0
"ecm-r:ju-l_distance",0
"ecm-l:ju-l_distance",0
"zy-r:ju-l_distance",0
"zy-l:ju-l_distance",0
"mo-r:ju-l_distance",0
"mo-l:ju-l_distance",0
"ft-r:ju-l_distance",0
"ft-l:ju-l_distance",0
"ms-r:ju-l_distance",0
"ms-l:ju-l_distance",0
"po-r:ju-l_distance",0
"po-l:ju-l_distance",0
"au-r:ju-l_distance",0
"au-l:ju-l_distance",0
"a:ju-l_distance",0
"zm-r:ju-l_distance",0
"zm-l:ju-l_distance",0
"cr-l:ju-l_distance",0
"cr-r:ju-l_distance",0
"cdl-r:ju-l_distance",0
"cdl-l:ju-l_distance",0
"fmt-r:ju-l_distance",0
"fmt-l:ju-l_distance",0
"ju-r:ju-l_distance",0
"g:n:ale_angle",0.216228666740324
"g:n:rhi_angle",0
"g:n:fmo.r_angle",0
"g:n:fmo.l_angle",-1.43891085560304
"g:n:ec.l_angle",0
"g:n:ec.r_angle",0
"g:n:mso.r_angle",0
"g:n:mso.l_angle",0
"g:n:or.r_angle",0
"g:n:or.l_angle",0
"g:n:mio.r_angle",0
"g:n:mio.l_angle",0
"g:n:al.r_angle",0
"g:n:al.l_angle",0
"g:n:pr_angle",0.322315753945129
"g:n:ss_angle",0.638521250816035
"g:n:ns_angle",0.0182845502327188
"g:n:mp_angle",0.82653603598982
"g:n:ecm.r_angle",0
"g:n:ecm.l_angle",0
"g:n:zy.r_angle",0
"g:n:zy.l_angle",0
"g:n:mo.r_angle",0
"g:n:mo.l_angle",0
"g:n:ft.r_angle",0
"g:n:ft.l_angle",0
"g:n:ms.r_angle",-1.69737202938949
"g:n:ms.l_angle",-0.704832462261019
"g:n:po.r_angle",-0.226419155275046
"g:n:po.l_angle",-0.0674293723921116
"g:n:au.r_angle",-1.13507887067543
"g:n:au.l_angle",-0.0438447896742433
"g:n:a_angle",0
"g:n:zm.r_angle",0
"g:n:zm.l_angle",0
"g:n:cr.l_angle",0
"g:n:cr.r_angle",0
"g:n:cdl.r_angle",0
"g:n:cdl.l_angle",-0.195971880702172
"g:n:fmt.r_angle",0
"g:n:fmt.l_angle",-0.524210524746294
"g:n:ju.r_angle",0
"g:n:ju.l_angle",0
"g:ale:rhi_angle",0
"g:ale:fmo.r_angle",0
"g:ale:fmo.l_angle",0
"g:ale:ec.l_angle",0
"g:ale:ec.r_angle",0
"g:ale:mso.r_angle",0
"g:ale:mso.l_angle",0
"g:ale:or.r_angle",0
"g:ale:or.l_angle",0
"g:ale:mio.r_angle",0
"g:ale:mio.l_angle",0
"g:ale:al.r_angle",0
"g:ale:al.l_angle",0
"g:ale:pr_angle",0
"g:ale:ss_angle",0
"g:ale:ns_angle",0
"g:ale:mp_angle",0
"g:ale:ecm.r_angle",0
"g:ale:ecm.l_angle",0
"g:ale:zy.r_angle",0
"g:ale:zy.l_angle",0
"g:ale:mo.r_angle",0
"g:ale:mo.l_angle",0
"g:ale:ft.r_angle",0
"g:ale:ft.l_angle",0
"g:ale:ms.r_angle",0
"g:ale:ms.l_angle",0
"g:ale:po.r_angle",0
"g:ale:po.l_angle",0
"g:ale:au.r_angle",0
"g:ale:au.l_angle",0
"g:ale:a_angle",0
"g:ale:zm.r_angle",0
"g:ale:zm.l_angle",0
"g:ale:cr.l_angle",0
"g:ale:cr.r_angle",0
"g:ale:cdl.r_angle",0
"g:ale:cdl.l_angle",0
"g:ale:fmt.r_angle",0
"g:ale:fmt.l_angle",0
"g:ale:ju.r_angle",0
"g:ale:ju.l_angle",0
"g:rhi:fmo.r_angle",0
"g:rhi:fmo.l_angle",0
"g:rhi:ec.l_angle",0
"g:rhi:ec.r_angle",0
"g:rhi:mso.r_angle",0
"g:rhi:mso.l_angle",0
"g:rhi:or.r_angle",0
"g:rhi:or.l_angle",0
"g:rhi:mio.r_angle",0
"g:rhi:mio.l_angle",0
"g:rhi:al.r_angle",0
"g:rhi:al.l_angle",0
"g:rhi:pr_angle",0
"g:rhi:ss_angle",0
"g:rhi:ns_angle",0
"g:rhi:mp_angle",0
"g:rhi:ecm.r_angle",0
"g:rhi:ecm.l_angle",0
"g:rhi:zy.r_angle",0
"g:rhi:zy.l_angle",0
"g:rhi:mo.r_angle",0
"g:rhi:mo.l_angle",0
"g:rhi:ft.r_angle",0
"g:rhi:ft.l_angle",0
"g:rhi:ms.r_angle",0
"g:rhi:ms.l_angle",0
"g:rhi:po.r_angle",0
"g:rhi:po.l_angle",0
"g:rhi:au.r_angle",0
"g:rhi:au.l_angle",0
"g:rhi:a_angle",0
"g:rhi:zm.r_angle",0
"g:rhi:zm.l_angle",0
"g:rhi:cr.l_angle",0
"g:rhi:cr.r_angle",0
"g:rhi:cdl.r_angle",0
"g:rhi:cdl.l_angle",0
"g:rhi:fmt.r_angle",0
"g:rhi:fmt.l_angle",0
"g:rhi:ju.r_angle",0
"g:rhi:ju.l_angle",0
"g:fmo.r:fmo.l_angle",0
"g:fmo.r:ec.l_angle",0
"g:fmo.r:ec.r_angle",0
"g:fmo.r:mso.r_angle",0
"g:fmo.r:mso.l_angle",0
"g:fmo.r:or.r_angle",0
"g:fmo.r:or.l_angle",0
"g:fmo.r:mio.r_angle",0
"g:fmo.r:mio.l_angle",0
"g:fmo.r:al.r_angle",0
"g:fmo.r:al.l_angle",0
"g:fmo.r:pr_angle",0
"g:fmo.r:ss_angle",0
"g:fmo.r:ns_angle",0
"g:fmo.r:mp_angle",0
"g:fmo.r:ecm.r_angle",0
"g:fmo.r:ecm.l_angle",0
"g:fmo.r:zy.r_angle",0
"g:fmo.r:zy.l_angle",0
"g:fmo.r:mo.r_angle",0
"g:fmo.r:mo.l_angle",0
"g:fmo.r:ft.r_angle",0
"g:fmo.r:ft.l_angle",0
"g:fmo.r:ms.r_angle",0
"g:fmo.r:ms.l_angle",0
"g:fmo.r:po.r_angle",0
"g:fmo.r:po.l_angle",0
"g:fmo.r:au.r_angle",0
"g:fmo.r:au.l_angle",0
"g:fmo.r:a_angle",0
"g:fmo.r:zm.r_angle",0
"g:fmo.r:zm.l_angle",0
"g:fmo.r:cr.l_angle",0
"g:fmo.r:cr.r_angle",0
"g:fmo.r:cdl.r_angle",0
"g:fmo.r:cdl.l_angle",0
"g:fmo.r:fmt.r_angle",0
"g:fmo.r:fmt.l_angle",0
"g:fmo.r:ju.r_angle",0
"g:fmo.r:ju.l_angle",0
"g:fmo.l:ec.l_angle",0
"g:fmo.l:ec.r_angle",0
"g:fmo.l:mso.r_angle",0
"g:fmo.l:mso.l_angle",0
"g:fmo.l:or.r_angle",0
"g:fmo.l:or.l_angle",0
"g:fmo.l:mio.r_angle",0
"g:fmo.l:mio.l_angle",0
"g:fmo.l:al.r_angle",0
"g:fmo.l:al.l_angle",0
"g:fmo.l:pr_angle",0
"g:fmo.l:ss_angle",0
"g:fmo.l:ns_angle",0
"g:fmo.l:mp_angle",0
"g:fmo.l:ecm.r_angle",0
"g:fmo.l:ecm.l_angle",0
"g:fmo.l:zy.r_angle",0
"g:fmo.l:zy.l_angle",0
"g:fmo.l:mo.r_angle",0
"g:fmo.l:mo.l_angle",0
"g:fmo.l:ft.r_angle",0
"g:fmo.l:ft.l_angle",0
"g:fmo.l:ms.r_angle",0
"g:fmo.l:ms.l_angle",0
"g:fmo.l:po.r_angle",0
"g:fmo.l:po.l_angle",0
"g:fmo.l:au.r_angle",0
"g:fmo.l:au.l_angle",0
"g:fmo.l:a_angle",0
"g:fmo.l:zm.r_angle",0
"g:fmo.l:zm.l_angle",0
"g:fmo.l:cr.l_angle",0
"g:fmo.l:cr.r_angle",-0.386841594011528
"g:fmo.l:cdl.r_angle",0
"g:fmo.l:cdl.l_angle",0
"g:fmo.l:fmt.r_angle",0
"g:fmo.l:fmt.l_angle",0
"g:fmo.l:ju.r_angle",0
"g:fmo.l:ju.l_angle",0
"g:ec.l:ec.r_angle",0
"g:ec.l:mso.r_angle",0
"g:ec.l:mso.l_angle",0
"g:ec.l:or.r_angle",0
"g:ec.l:or.l_angle",0
"g:ec.l:mio.r_angle",0
"g:ec.l:mio.l_angle",0
"g:ec.l:al.r_angle",0
"g:ec.l:al.l_angle",0
"g:ec.l:pr_angle",0
"g:ec.l:ss_angle",0
"g:ec.l:ns_angle",0
"g:ec.l:mp_angle",0
"g:ec.l:ecm.r_angle",0
"g:ec.l:ecm.l_angle",0
"g:ec.l:zy.r_angle",0
"g:ec.l:zy.l_angle",0
"g:ec.l:mo.r_angle",0
"g:ec.l:mo.l_angle",0
"g:ec.l:ft.r_angle",0
"g:ec.l:ft.l_angle",0
"g:ec.l:ms.r_angle",0
"g:ec.l:ms.l_angle",0
"g:ec.l:po.r_angle",0
"g:ec.l:po.l_angle",0
"g:ec.l:au.r_angle",0
"g:ec.l:au.l_angle",0
"g:ec.l:a_angle",0
"g:ec.l:zm.r_angle",0
"g:ec.l:zm.l_angle",0
"g:ec.l:cr.l_angle",0
"g:ec.l:cr.r_angle",0
"g:ec.l:cdl.r_angle",0
"g:ec.l:cdl.l_angle",0
"g:ec.l:fmt.r_angle",0
"g:ec.l:fmt.l_angle",0
"g:ec.l:ju.r_angle",0
"g:ec.l:ju.l_angle",0
"g:ec.r:mso.r_angle",0
"g:ec.r:mso.l_angle",0
"g:ec.r:or.r_angle",0
"g:ec.r:or.l_angle",0
"g:ec.r:mio.r_angle",0
"g:ec.r:mio.l_angle",0
"g:ec.r:al.r_angle",0
"g:ec.r:al.l_angle",0
"g:ec.r:pr_angle",0
"g:ec.r:ss_angle",0
"g:ec.r:ns_angle",0
"g:ec.r:mp_angle",0
"g:ec.r:ecm.r_angle",0
"g:ec.r:ecm.l_angle",0
"g:ec.r:zy.r_angle",0
"g:ec.r:zy.l_angle",0
"g:ec.r:mo.r_angle",0
"g:ec.r:mo.l_angle",0
"g:ec.r:ft.r_angle",0
"g:ec.r:ft.l_angle",0
"g:ec.r:ms.r_angle",0
"g:ec.r:ms.l_angle",0
"g:ec.r:po.r_angle",0
"g:ec.r:po.l_angle",0
"g:ec.r:au.r_angle",0
"g:ec.r:au.l_angle",0
"g:ec.r:a_angle",0
"g:ec.r:zm.r_angle",0
"g:ec.r:zm.l_angle",0
"g:ec.r:cr.l_angle",0
"g:ec.r:cr.r_angle",0
"g:ec.r:cdl.r_angle",0
"g:ec.r:cdl.l_angle",0
"g:ec.r:fmt.r_angle",0
"g:ec.r:fmt.l_angle",0
"g:ec.r:ju.r_angle",0
"g:ec.r:ju.l_angle",0
"g:mso.r:mso.l_angle",0
"g:mso.r:or.r_angle",0
"g:mso.r:or.l_angle",0
"g:mso.r:mio.r_angle",0
"g:mso.r:mio.l_angle",0
"g:mso.r:al.r_angle",0
"g:mso.r:al.l_angle",0
"g:mso.r:pr_angle",0
"g:mso.r:ss_angle",0
"g:mso.r:ns_angle",0
"g:mso.r:mp_angle",0
"g:mso.r:ecm.r_angle",0
"g:mso.r:ecm.l_angle",0
"g:mso.r:zy.r_angle",0
"g:mso.r:zy.l_angle",0
"g:mso.r:mo.r_angle",0
"g:mso.r:mo.l_angle",0
"g:mso.r:ft.r_angle",0
"g:mso.r:ft.l_angle",0
"g:mso.r:ms.r_angle",0
"g:mso.r:ms.l_angle",0
"g:mso.r:po.r_angle",0
"g:mso.r:po.l_angle",0
"g:mso.r:au.r_angle",0
"g:mso.r:au.l_angle",0
"g:mso.r:a_angle",0
"g:mso.r:zm.r_angle",0
"g:mso.r:zm.l_angle",0
"g:mso.r:cr.l_angle",0
"g:mso.r:cr.r_angle",0
"g:mso.r:cdl.r_angle",0
"g:mso.r:cdl.l_angle",0
"g:mso.r:fmt.r_angle",0
"g:mso.r:fmt.l_angle",0
"g:mso.r:ju.r_angle",0
"g:mso.r:ju.l_angle",0
"g:mso.l:or.r_angle",0
"g:mso.l:or.l_angle",0
"g:mso.l:mio.r_angle",0
"g:mso.l:mio.l_angle",0
"g:mso.l:al.r_angle",0
"g:mso.l:al.l_angle",0
"g:mso.l:pr_angle",0
"g:mso.l:ss_angle",0
"g:mso.l:ns_angle",0
"g:mso.l:mp_angle",0
"g:mso.l:ecm.r_angle",0
"g:mso.l:ecm.l_angle",0
"g:mso.l:zy.r_angle",0
"g:mso.l:zy.l_angle",0
"g:mso.l:mo.r_angle",0
"g:mso.l:mo.l_angle",0
"g:mso.l:ft.r_angle",0
"g:mso.l:ft.l_angle",0
"g:mso.l:ms.r_angle",0
"g:mso.l:ms.l_angle",0
"g:mso.l:po.r_angle",0
"g:mso.l:po.l_angle",0
"g:mso.l:au.r_angle",0
"g:mso.l:au.l_angle",0
"g:mso.l:a_angle",0
"g:mso.l:zm.r_angle",0
"g:mso.l:zm.l_angle",0
"g:mso.l:cr.l_angle",0
"g:mso.l:cr.r_angle",0
"g:mso.l:cdl.r_angle",0
"g:mso.l:cdl.l_angle",0
"g:mso.l:fmt.r_angle",0
"g:mso.l:fmt.l_angle",0
"g:mso.l:ju.r_angle",0
"g:mso.l:ju.l_angle",0
"g:or.r:or.l_angle",0
"g:or.r:mio.r_angle",0
"g:or.r:mio.l_angle",0
"g:or.r:al.r_angle",0
"g:or.r:al.l_angle",0
"g:or.r:pr_angle",0
"g:or.r:ss_angle",0
"g:or.r:ns_angle",0
"g:or.r:mp_angle",0
"g:or.r:ecm.r_angle",0
"g:or.r:ecm.l_angle",0
"g:or.r:zy.r_angle",0
"g:or.r:zy.l_angle",0
"g:or.r:mo.r_angle",0
"g:or.r:mo.l_angle",0
"g:or.r:ft.r_angle",0
"g:or.r:ft.l_angle",0
"g:or.r:ms.r_angle",0
"g:or.r:ms.l_angle",0
"g:or.r:po.r_angle",0
"g:or.r:po.l_angle",0
"g:or.r:au.r_angle",0
"g:or.r:au.l_angle",0
"g:or.r:a_angle",0
"g:or.r:zm.r_angle",0
"g:or.r:zm.l_angle",0
"g:or.r:cr.l_angle",0
"g:or.r:cr.r_angle",0
"g:or.r:cdl.r_angle",0
"g:or.r:cdl.l_angle",0
"g:or.r:fmt.r_angle",0
"g:or.r:fmt.l_angle",0
"g:or.r:ju.r_angle",0
"g:or.r:ju.l_angle",0
"g:or.l:mio.r_angle",0
"g:or.l:mio.l_angle",0
"g:or.l:al.r_angle",0
"g:or.l:al.l_angle",0
"g:or.l:pr_angle",0
"g:or.l:ss_angle",0
"g:or.l:ns_angle",0
"g:or.l:mp_angle",0
"g:or.l:ecm.r_angle",0
"g:or.l:ecm.l_angle",0
"g:or.l:zy.r_angle",0
"g:or.l:zy.l_angle",0
"g:or.l:mo.r_angle",0
"g:or.l:mo.l_angle",0
"g:or.l:ft.r_angle",0
"g:or.l:ft.l_angle",0
"g:or.l:ms.r_angle",0
"g:or.l:ms.l_angle",0
"g:or.l:po.r_angle",0
"g:or.l:po.l_angle",0
"g:or.l:au.r_angle",0
"g:or.l:au.l_angle",0
"g:or.l:a_angle",0
"g:or.l:zm.r_angle",0
"g:or.l:zm.l_angle",0
"g:or.l:cr.l_angle",0
"g:or.l:cr.r_angle",0
"g:or.l:cdl.r_angle",0
"g:or.l:cdl.l_angle",0
"g:or.l:fmt.r_angle",0
"g:or.l:fmt.l_angle",0
"g:or.l:ju.r_angle",0
"g:or.l:ju.l_angle",0
"g:mio.r:mio.l_angle",0
"g:mio.r:al.r_angle",0
"g:mio.r:al.l_angle",0
"g:mio.r:pr_angle",0
"g:mio.r:ss_angle",0
"g:mio.r:ns_angle",0
"g:mio.r:mp_angle",0
"g:mio.r:ecm.r_angle",0
"g:mio.r:ecm.l_angle",0
"g:mio.r:zy.r_angle",0
"g:mio.r:zy.l_angle",0
"g:mio.r:mo.r_angle",0
"g:mio.r:mo.l_angle",0
"g:mio.r:ft.r_angle",0
"g:mio.r:ft.l_angle",0
"g:mio.r:ms.r_angle",0
"g:mio.r:ms.l_angle",0
"g:mio.r:po.r_angle",0
"g:mio.r:po.l_angle",0
"g:mio.r:au.r_angle",0
"g:mio.r:au.l_angle",0
"g:mio.r:a_angle",0
"g:mio.r:zm.r_angle",0
"g:mio.r:zm.l_angle",0
"g:mio.r:cr.l_angle",0
"g:mio.r:cr.r_angle",0
"g:mio.r:cdl.r_angle",0
"g:mio.r:cdl.l_angle",0
"g:mio.r:fmt.r_angle",0
"g:mio.r:fmt.l_angle",0
"g:mio.r:ju.r_angle",0
"g:mio.r:ju.l_angle",0
"g:mio.l:al.r_angle",0
"g:mio.l:al.l_angle",0
"g:mio.l:pr_angle",0
"g:mio.l:ss_angle",0
"g:mio.l:ns_angle",0
"g:mio.l:mp_angle",0
"g:mio.l:ecm.r_angle",0
"g:mio.l:ecm.l_angle",0
"g:mio.l:zy.r_angle",0
"g:mio.l:zy.l_angle",0
"g:mio.l:mo.r_angle",0
"g:mio.l:mo.l_angle",0
"g:mio.l:ft.r_angle",0
"g:mio.l:ft.l_angle",0
"g:mio.l:ms.r_angle",-0.980438225815616
"g:mio.l:ms.l_angle",0
"g:mio.l:po.r_angle",0
"g:mio.l:po.l_angle",0
"g:mio.l:au.r_angle",-1.57657103542486
"g:mio.l:au.l_angle",0
"g:mio.l:a_angle",0
"g:mio.l:zm.r_angle",0
"g:mio.l:zm.l_angle",0
"g:mio.l:cr.l_angle",0
"g:mio.l:cr.r_angle",-0.726688001801358
"g:mio.l:cdl.r_angle",0
"g:mio.l:cdl.l_angle",0
"g:mio.l:fmt.r_angle",0
"g:mio.l:fmt.l_angle",0
"g:mio.l:ju.r_angle",0
"g:mio.l:ju.l_angle",0
"g:al.r:al.l_angle",0
"g:al.r:pr_angle",0
"g:al.r:ss_angle",0
"g:al.r:ns_angle",0
"g:al.r:mp_angle",0
"g:al.r:ecm.r_angle",-0.562488324548938
"g:al.r:ecm.l_angle",0
"g:al.r:zy.r_angle",0
"g:al.r:zy.l_angle",0
"g:al.r:mo.r_angle",0
"g:al.r:mo.l_angle",0
"g:al.r:ft.r_angle",0
"g:al.r:ft.l_angle",0
"g:al.r:ms.r_angle",0
"g:al.r:ms.l_angle",0
"g:al.r:po.r_angle",0
"g:al.r:po.l_angle",0
"g:al.r:au.r_angle",0
"g:al.r:au.l_angle",0
"g:al.r:a_angle",0
"g:al.r:zm.r_angle",0
"g:al.r:zm.l_angle",0
"g:al.r:cr.l_angle",0
"g:al.r:cr.r_angle",0
"g:al.r:cdl.r_angle",0
"g:al.r:cdl.l_angle",0
"g:al.r:fmt.r_angle",0
"g:al.r:fmt.l_angle",0
"g:al.r:ju.r_angle",0
"g:al.r:ju.l_angle",0
"g:al.l:pr_angle",0
"g:al.l:ss_angle",0
"g:al.l:ns_angle",0
"g:al.l:mp_angle",0
"g:al.l:ecm.r_angle",0
"g:al.l:ecm.l_angle",0
"g:al.l:zy.r_angle",0
"g:al.l:zy.l_angle",0
"g:al.l:mo.r_angle",0
"g:al.l:mo.l_angle",0
"g:al.l:ft.r_angle",0
"g:al.l:ft.l_angle",0
"g:al.l:ms.r_angle",0
"g:al.l:ms.l_angle",0
"g:al.l:po.r_angle",0
"g:al.l:po.l_angle",0
"g:al.l:au.r_angle",0
"g:al.l:au.l_angle",0
"g:al.l:a_angle",0
"g:al.l:zm.r_angle",0
"g:al.l:zm.l_angle",0
"g:al.l:cr.l_angle",0
"g:al.l:cr.r_angle",0
"g:al.l:cdl.r_angle",0
"g:al.l:cdl.l_angle",0
"g:al.l:fmt.r_angle",0
"g:al.l:fmt.l_angle",0
"g:al.l:ju.r_angle",0
"g:al.l:ju.l_angle",0
"g:pr:ss_angle",0
"g:pr:ns_angle",0
"g:pr:mp_angle",0
"g:pr:ecm.r_angle",0
"g:pr:ecm.l_angle",0
"g:pr:zy.r_angle",0
"g:pr:zy.l_angle",0
"g:pr:mo.r_angle",0
"g:pr:mo.l_angle",0
"g:pr:ft.r_angle",0
"g:pr:ft.l_angle",0
"g:pr:ms.r_angle",0
"g:pr:ms.l_angle",0
"g:pr:po.r_angle",0
"g:pr:po.l_angle",0
"g:pr:au.r_angle",0
"g:pr:au.l_angle",0
"g:pr:a_angle",0
"g:pr:zm.r_angle",0
"g:pr:zm.l_angle",0
"g:pr:cr.l_angle",0
"g:pr:cr.r_angle",0
"g:pr:cdl.r_angle",0
"g:pr:cdl.l_angle",0
"g:pr:fmt.r_angle",0
"g:pr:fmt.l_angle",0
"g:pr:ju.r_angle",0
"g:pr:ju.l_angle",0
"g:ss:ns_angle",0
"g:ss:mp_angle",0
"g:ss:ecm.r_angle",0
"g:ss:ecm.l_angle",0
"g:ss:zy.r_angle",0
"g:ss:zy.l_angle",0
"g:ss:mo.r_angle",0
"g:ss:mo.l_angle",0
"g:ss:ft.r_angle",0
"g:ss:ft.l_angle",0
"g:ss:ms.r_angle",0
"g:ss:ms.l_angle",0
"g:ss:po.r_angle",0
"g:ss:po.l_angle",0
"g:ss:au.r_angle",0
"g:ss:au.l_angle",0
"g:ss:a_angle",0
"g:ss:zm.r_angle",0
"g:ss:zm.l_angle",0
"g:ss:cr.l_angle",0
"g:ss:cr.r_angle",0
"g:ss:cdl.r_angle",0
"g:ss:cdl.l_angle",0
"g:ss:fmt.r_angle",0
"g:ss:fmt.l_angle",0
"g:ss:ju.r_angle",0
"g:ss:ju.l_angle",0
"g:ns:mp_angle",0
"g:ns:ecm.r_angle",0
"g:ns:ecm.l_angle",0
"g:ns:zy.r_angle",0
"g:ns:zy.l_angle",0
"g:ns:mo.r_angle",0
"g:ns:mo.l_angle",0
"g:ns:ft.r_angle",0
"g:ns:ft.l_angle",0
"g:ns:ms.r_angle",0
"g:ns:ms.l_angle",0
"g:ns:po.r_angle",0
"g:ns:po.l_angle",0
"g:ns:au.r_angle",0
"g:ns:au.l_angle",0
"g:ns:a_angle",0
"g:ns:zm.r_angle",0
"g:ns:zm.l_angle",0
"g:ns:cr.l_angle",0
"g:ns:cr.r_angle",0
"g:ns:cdl.r_angle",0
"g:ns:cdl.l_angle",0
"g:ns:fmt.r_angle",0
"g:ns:fmt.l_angle",0
"g:ns:ju.r_angle",0
"g:ns:ju.l_angle",0
"g:mp:ecm.r_angle",0
"g:mp:ecm.l_angle",0
"g:mp:zy.r_angle",0
"g:mp:zy.l_angle",0
"g:mp:mo.r_angle",0
"g:mp:mo.l_angle",0
"g:mp:ft.r_angle",0
"g:mp:ft.l_angle",0
"g:mp:ms.r_angle",0
"g:mp:ms.l_angle",0
"g:mp:po.r_angle",0
"g:mp:po.l_angle",0
"g:mp:au.r_angle",0
"g:mp:au.l_angle",0
"g:mp:a_angle",0
"g:mp:zm.r_angle",0
"g:mp:zm.l_angle",0
"g:mp:cr.l_angle",0
"g:mp:cr.r_angle",0
"g:mp:cdl.r_angle",0
"g:mp:cdl.l_angle",0
"g:mp:fmt.r_angle",0
"g:mp:fmt.l_angle",0
"g:mp:ju.r_angle",0
"g:mp:ju.l_angle",0
"g:ecm.r:ecm.l_angle",0
"g:ecm.r:zy.r_angle",0
"g:ecm.r:zy.l_angle",0
"g:ecm.r:mo.r_angle",0
"g:ecm.r:mo.l_angle",0
"g:ecm.r:ft.r_angle",0
"g:ecm.r:ft.l_angle",0
"g:ecm.r:ms.r_angle",0
"g:ecm.r:ms.l_angle",0
"g:ecm.r:po.r_angle",0
"g:ecm.r:po.l_angle",0
"g:ecm.r:au.r_angle",0
"g:ecm.r:au.l_angle",0
"g:ecm.r:a_angle",0
"g:ecm.r:zm.r_angle",0
"g:ecm.r:zm.l_angle",0
"g:ecm.r:cr.l_angle",0
"g:ecm.r:cr.r_angle",0
"g:ecm.r:cdl.r_angle",0
"g:ecm.r:cdl.l_angle",0
"g:ecm.r:fmt.r_angle",0
"g:ecm.r:fmt.l_angle",0
"g:ecm.r:ju.r_angle",0
"g:ecm.r:ju.l_angle",0
"g:ecm.l:zy.r_angle",0
"g:ecm.l:zy.l_angle",0
"g:ecm.l:mo.r_angle",0
"g:ecm.l:mo.l_angle",0
"g:ecm.l:ft.r_angle",0
"g:ecm.l:ft.l_angle",0
"g:ecm.l:ms.r_angle",0
"g:ecm.l:ms.l_angle",0
"g:ecm.l:po.r_angle",0
"g:ecm.l:po.l_angle",0
"g:ecm.l:au.r_angle",0
"g:ecm.l:au.l_angle",0
"g:ecm.l:a_angle",0
"g:ecm.l:zm.r_angle",0
"g:ecm.l:zm.l_angle",0
"g:ecm.l:cr.l_angle",0
"g:ecm.l:cr.r_angle",0
"g:ecm.l:cdl.r_angle",0
"g:ecm.l:cdl.l_angle",0
"g:ecm.l:fmt.r_angle",0
"g:ecm.l:fmt.l_angle",0
"g:ecm.l:ju.r_angle",0
"g:ecm.l:ju.l_angle",0
"g:zy.r:zy.l_angle",0
"g:zy.r:mo.r_angle",0
"g:zy.r:mo.l_angle",0
"g:zy.r:ft.r_angle",0
"g:zy.r:ft.l_angle",0
"g:zy.r:ms.r_angle",0
"g:zy.r:ms.l_angle",0
"g:zy.r:po.r_angle",0
"g:zy.r:po.l_angle",0
"g:zy.r:au.r_angle",0
"g:zy.r:au.l_angle",0
"g:zy.r:a_angle",0
"g:zy.r:zm.r_angle",0
"g:zy.r:zm.l_angle",0
"g:zy.r:cr.l_angle",0
"g:zy.r:cr.r_angle",0
"g:zy.r:cdl.r_angle",0
"g:zy.r:cdl.l_angle",0
"g:zy.r:fmt.r_angle",0
"g:zy.r:fmt.l_angle",0
"g:zy.r:ju.r_angle",0
"g:zy.r:ju.l_angle",0
"g:zy.l:mo.r_angle",0
"g:zy.l:mo.l_angle",0
"g:zy.l:ft.r_angle",0
"g:zy.l:ft.l_angle",0
"g:zy.l:ms.r_angle",0
"g:zy.l:ms.l_angle",0
"g:zy.l:po.r_angle",0
"g:zy.l:po.l_angle",0
"g:zy.l:au.r_angle",0
"g:zy.l:au.l_angle",0
"g:zy.l:a_angle",0
"g:zy.l:zm.r_angle",0
"g:zy.l:zm.l_angle",0
"g:zy.l:cr.l_angle",0
"g:zy.l:cr.r_angle",0
"g:zy.l:cdl.r_angle",0
"g:zy.l:cdl.l_angle",0
"g:zy.l:fmt.r_angle",0
"g:zy.l:fmt.l_angle",0
"g:zy.l:ju.r_angle",0
"g:zy.l:ju.l_angle",0
"g:mo.r:mo.l_angle",0
"g:mo.r:ft.r_angle",0
"g:mo.r:ft.l_angle",0
"g:mo.r:ms.r_angle",-1.59727899471908
"g:mo.r:ms.l_angle",0
"g:mo.r:po.r_angle",0
"g:mo.r:po.l_angle",0
"g:mo.r:au.r_angle",0
"g:mo.r:au.l_angle",0
"g:mo.r:a_angle",0
"g:mo.r:zm.r_angle",0
"g:mo.r:zm.l_angle",0
